Sr.No.,REGION,ZONE,CIRCLE,DIVISION,SUB-DIVISION,BU,SS NO,SS NAME,FED NO,FEEDER NAME,DTC CODE,DTC_NAME,CAPACITY KVA,POLE_NO_FROM_STN,NODE NUMBER,NO_OF_POLES_FR_NODE,METER INSTALLED,METER NUMBER,METER CT RATIO,CONNECTED CT RATIO,METER PT RATIO,CONNECTED PT RATIO,METER WORKING,CURRENT READING,LATITUDE,LONGITUDE,SURVEY DONE BY,UPLOADED ON,NEW DTC,IS IT NODE
289,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256734,Landbale DP,,232,,,NO,-,,,,,NO,,20.1181277,74.1633101,2084104,12-08-2020 11:05,NO,NO
290,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256737,GHOTEKAR DP,63,274,21,5,NO,-,,,,,NO,,20.1238423,74.1718527,2084104,20-06-2020 11:40,NO,YES
291,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256738,GR 4 PAWAR DP,63,274,21,5,YES,043-3009706,100/5,100/5,NA,NA,NO,,20.129636,74.1691739,2084104,20-06-2020 11:40,NO,YES
292,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256745,"Pangavane, thetale",63,,,,NO,-,,,,,NO,,20.1210583,74.1744039,2084104,20-06-2020 11:40,NO,NO
293,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256931,Sopan Nichit,,150,12,,YES,043-3008736,100/5,100/5,NA,NA,NO,,20.1056635,74.1619913,2084104,15-06-2020 14:09,NO,YES
294,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256932,Shinde,63,237,18,8,NO,-,,,,,NO,,20.1200776,74.1652016,2084104,19-06-2020 15:17,NO,YES
295,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256933,Vishnu Padol,,118,,,YES,043-3008735,100/5,100/5,NA,NA,NO,,20.0952557,74.151695,2084104,15-06-2020 14:09,NO,NO
296,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256934,15 No. Chari,,102,9,2,YES,076-077518,100/5,100/5,NA,NA,YES,569510,20.1012449,74.1549363,2084104,15-06-2020 14:09,NO,YES
297,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256935,Uttam Nichit,63,67,5,7,YES,065-3008733,100/5,100/5,NA,NA,NO,,20.0943925,74.1649258,2084104,15-06-2020 14:09,NO,YES
298,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256936,Shankar Lagad,,161,14,6,NO,-,,,,,YES,NO METER,20.103071,74.171527,2084104,15-06-2020 14:09,NO,YES
299,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256937,Shreekant Sanap,63,227,,,YES,053-10283788,200/5,200/5,NA,NA,NO,,20.11119,74.1559656,2084104,15-06-2020 14:09,NO,NO
300,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,203,SONEWADI                      ,4256939,Katkade DP,100,129,,,NO,-,,,,,YES,NO METER,20.1054561,74.1499612,2084104,18-06-2020 15:12,NO,NO
301,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561003,naitale18(1ph),,13,,,YES,076-073019,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0702861,74.1705891,2553686,08-06-2020 13:25,NO,NO
302,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561014,naitale28(parnakuti),,33,2,4,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0702346,74.1625353,2579294,08-06-2020 15:27,NO,YES
303,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561026,naitale 31(kedu parbhat),,24,2,1,NO,-,,,,,YES,NO METER,20.0705518,74.1601763,2579294,08-06-2020 15:38,NO,YES
304,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561033,rampur 13(khandu borgude),,28,,,YES,053-11085250,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,99807,20.0764508,74.1634548,2553686,09-06-2020 13:08,NO,NO
305,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561034,kolwadi 16(samshan bumi),,57,,,YES,053-10283807,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.088496,74.1461217,2553686,10-06-2020 14:25,NO,NO
306,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561035,kolwadi17(new acola nala),,0,8,0,NO,-,,,,,YES,NO METER,20.0864601,74.1382496,2553686,10-06-2020 14:25,NO,YES
307,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561036,kolwadi18(papad),,0,10,1,YES,053-11085441,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,362643,20.0990155,74.1409087,2579294,10-06-2020 14:29,NO,YES
308,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561039,Wagh Kolwadi gr.no.19,,0,4,11,YES,053-11084811,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.075329,74.1525039,2553686,10-06-2020 14:25,NO,YES
309,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561041,Katkade DP kolwadi 20,,83,12,3,YES,053-12008379,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,3937,20.0741555,74.1423798,2579294,10-06-2020 16:57,NO,YES
310,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561043,Gole DP,,46,,,YES,055-906680,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0841627,74.1521066,2553686,10-06-2020 14:25,NO,NO
311,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561044,Shinde DP,,74,,,YES,055-908820,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0991533,74.1451501,2553686,10-06-2020 14:25,NO,NO
312,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561045,Gadekar DP,,0,7,0,YES,055-906468,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0854597,74.1446889,2579294,10-06-2020 16:00,NO,YES
313,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561046,Davakhana DP,,35,,,NO,-,,,,,YES,NO METER,20.0673695,74.1654409,2579294,02-06-2020 15:38,NO,NO
314,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561047,Dharangaon Road DP,,18,,,YES,055-MH905975,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,89092,20.050591,74.1737222,2579294,02-06-2020 15:30,NO,NO
315,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561050,Pachorkar DP,,30,4,7,YES,055-905966,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0768415,74.1570132,2553686,10-06-2020 14:25,NO,YES
316,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561101,matoba nagar,,7,7,2,NO,-,,,,,YES,NO METER,20.0712866,74.1784923,2579294,02-06-2020 13:57,NO,YES
317,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561104,Kedu kotkar kolwadi 24,,40,,,YES,076-411069,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0821874,74.1553446,2553686,10-06-2020 14:25,NO,NO
318,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561111,Parnkuti Rampur,,30,3,6,YES,055-907410,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0835653,74.1659845,2553686,09-06-2020 13:09,NO,YES
319,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561115,Ramdas Sanap Single Phase,,0,10,0,YES,055-MH907275,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0979739,74.1362979,2579294,10-06-2020 14:58,NO,YES
320,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561118,sharma single phase rampur gr17,,30,3,,NO,-,,,,,YES,NO METER,20.0853985,74.1706115,2553686,09-06-2020 13:09,NO,YES
321,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561119,babu borgude single phase rampur gr.no.1,,27,,,YES,055-906773,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0758111,74.1639874,2553686,09-06-2020 13:08,NO,NO
322,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561125,Reliance Tower,,63,,,YES,076-523657,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,35169,20.0904696,74.1444454,2553686,10-06-2020 14:25,NO,NO
323,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561126,shivaji gaikawad,,0,11,6,NO,-,,,,,YES,NO METER,20.0788894,74.1404104,2579294,10-06-2020 17:22,NO,YES
324,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561129,Ugale DP,,30,3,11,NO,-,,,,,YES,NO METER,20.0901062,74.1712253,2553686,09-06-2020 13:09,NO,YES
325,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561130,RAMPUR NEAR CANAL,,30,3,5,NO,-,,,,,YES,NO METER,20.0861009,74.1763475,2553686,09-06-2020 13:09,NO,YES
326,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561136,umaji shinde,,0,6,6,YES,053-08041546,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0886319,74.1584882,2553686,10-06-2020 14:25,NO,YES
327,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561145,SINGLE PHASE KOTKAR DP,,24,2,0,NO,-,,,,,YES,NO METER,20.070108,74.1634426,2579294,08-06-2020 15:32,NO,YES
328,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561167,256167,63,270,16,5,NO,-,,,,,YES,NO METER,20.0214862,74.2127489,2189534,25-06-2020 15:38,YES,YES
329,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2561251,Pawar D.P,,21,,,NO,-,,,,,YES,NO METER,20.0735717,74.1675152,2553686,08-06-2020 13:46,NO,NO
330,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,2563114,ANAND LAWNS 25*3,,24,2,2,NO,-,,,,,YES,NO METER,20.0697679,74.1593157,2579294,08-06-2020 15:51,NO,YES
331,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256214,GAOTHAN DP,,14,,,YES,076-055414,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0702687,74.1705695,2553686,08-06-2020 13:30,NO,NO
332,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256215,SADU PARBHAT,,24,2,0,NO,-,,,,,YES,NO METER,20.0705363,74.1601688,2579294,08-06-2020 15:44,NO,YES
333,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256217,SHAMBAI DP,,14,,,YES,076-005028,NA,NA,NA,NA,NO,,20.0674077,74.1705391,2579294,02-06-2020 15:01,NO,NO
334,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256219,TASKAR DP,,24,2,5,YES,076-055418,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0707945,74.1591441,2579294,08-06-2020 15:56,NO,YES
335,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256224,SUBSTATION YARD,,0,,,NO,-,,,,,YES,NO METER,20.0698544,74.1756645,2553686,11-07-2020 14:36,NO,NO
336,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256225,GR 16 SINGLE PH RURAL HOSP NAITALE,,24,2,1,YES,076-073016,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0696011,74.1661,2579294,08-06-2020 14:44,NO,YES
337,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256226,BARI DP,,30,3,3,YES,076-003902,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0856383,74.1653788,2553686,09-06-2020 13:09,NO,YES
338,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256227,DAWKAR DP,,29,,,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0780298,74.1616422,2553686,09-06-2020 13:08,NO,NO
339,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256228,SHARMA DP,,30,3,6,YES,076-003764,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0853343,74.170548,2553686,09-06-2020 13:09,NO,YES
340,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256229,GAOTHAN DP,,30,0,0,YES,076-003917,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0818419,74.1631293,2553686,09-06-2020 13:09,NO,YES
341,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256231,SHARMA DP,,30,3,0,NO,-,,,,,YES,NO METER,20.0853267,74.1706001,2553686,09-06-2020 13:09,NO,YES
342,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256232,JADHAV DP,,30,3,6,YES,076-005192,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0819077,74.1631028,2553686,09-06-2020 13:08,NO,YES
343,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256233,CHAURE DP,,30,3,7,YES,076-003868,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.088596,74.1738604,2553686,09-06-2020 13:09,NO,YES
344,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256234,GR 9 TALEKAR DP RAMPUR,,30,3,0,NO,-,,,,,YES,NO METER,20.0857933,74.1654756,2553686,09-06-2020 13:09,NO,YES
345,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256235,GR 10 SINGLE PH TALEKAR RAMPUR,,30,3,0,YES,076-000819,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0818633,74.1630242,2553686,09-06-2020 13:08,NO,YES
346,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256245,kolwadi 13(1ph),,65,9,3,YES,076-005197,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0923058,74.1449526,2553686,10-06-2020 14:25,NO,YES
347,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256246,GAOTHAN DP,,65,,,YES,076-004918,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0922634,74.1433804,2553686,10-06-2020 14:25,NO,NO
348,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256247,KONDHARE DP,,68,,,YES,076-005023,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0947519,74.1440501,2553686,10-06-2020 14:25,NO,NO
349,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256248,RAOSAHEB GOLE DP NAITALE,,45,,,YES,076-003767,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0838201,74.1526249,2553686,10-06-2020 14:25,NO,NO
350,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256249,SHINDE DP NAITALE,,73,,,YES,076-005021,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.098881,74.1450413,2553686,10-06-2020 14:25,NO,NO
351,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256250,KAUTHI DP NAITALE,,0,7,11,NO,-,,,,,YES,NO METER,20.0797738,74.1427728,2579294,10-06-2020 16:20,NO,YES
352,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256251,GADEKAR DP NAITALE,,60,7,3,NO,-,,,,,YES,NO METER,20.0855881,74.1446471,2579294,10-06-2020 15:56,NO,YES
353,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256252,KALE DP NAITALE,,71,10,5,YES,076-005245,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0981011,74.1400317,2579294,10-06-2020 14:18,NO,YES
354,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256253,KURAN DP NAITALE,,49,6,6,YES,076-004164,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,217878,20.088951,74.1551004,2553686,10-06-2020 14:25,NO,YES
355,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256254,ACHOLA NAKA NAITALE,,64,8,10,NO,-,,,,,YES,NO METER,20.0867677,74.1381241,2553686,10-06-2020 14:25,NO,YES
356,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256255,SABLE DP NAITALE,,72,11,5,NO,-,,,,,YES,NO METER,20.0769666,74.1437605,2579294,10-06-2020 16:32,NO,YES
357,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256256,SANAP DP NAITALE,,0,10,5,YES,076-005198,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0980497,74.1359349,2579294,10-06-2020 14:49,NO,YES
358,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256257,SHINDE DP NAITALE,,44,5,1,YES,076-005040,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0839288,74.1536632,2553686,10-06-2020 14:25,NO,YES
359,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256263,Single Phase,,15,,,YES,076-003768,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0675689,74.1698974,2579294,02-06-2020 15:15,NO,NO
360,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256265,GR 17  SNIGLE PH NAITALE  DR  ROAD,,0,9,6,YES,076-005037,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.092377,74.1477284,2553686,10-06-2020 14:25,NO,YES
361,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256266,Gaothan Kolwadi 1 Phase,,0,6,0,NO,-,,,,,YES,NO METER,20.0885788,74.1585085,2553686,10-06-2020 14:25,NO,YES
362,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256271,rampur11(pachorkar),,0,4,0,YES,076-155132,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0762049,74.1571566,2553686,10-06-2020 14:25,NO,YES
363,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256298,naitale24(1ph),,24,2,9,YES,076-073020,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0701002,74.1666043,2579294,08-06-2020 14:23,NO,YES
364,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,204,NAITALE                       ,4256445,SAHEBRAO SANAP,,,1,2,NO,-,,,,,NO,,20.0526308,74.1208761,2638592,13-06-2020 12:39,NO,YES
365,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561151,Nikam Vasti,,190,,,NO,-,,,,,YES,NO METER,20.0567298,74.2150108,2189534,13-06-2020 13:45,NO,NO
366,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561164,"Jadhav Vasti, Dh-kh",50,182,,,NO,-,,,,,YES,NO METER,20.0428048,74.1841062,2189534,25-06-2020 12:52,NO,NO
367,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561165,11 Wad DP Dh-Kh,75,45,,,NO,-,,,,,YES,NO METER,20.0541014,74.1856004,2189534,10-06-2020 15:47,NO,NO
368,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561187,si of 404,25,0,,,NO,-,,,,,YES,NO METER,20.0143752,74.151427,2122073,08-06-2020 12:36,NO,NO
369,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561702,GAVTHAN DHARANGAON VEER,,230,10,10,NO,-,,,,,YES,NO METER,20.0376471,74.2011458,2189534,25-06-2020 15:27,NO,YES
370,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561703,Bajirao Nana DP DHR Khadak,,195,,,NO,-,,,,,YES,NO METER,20.0380186,74.184178,2189534,25-06-2020 10:46,NO,NO
371,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,2561704,Ratan Baba DP DHR  Khadak,100,198,,,NO,-,,,,,YES,NO METER,20.0340981,74.1881946,2189534,25-06-2020 12:52,NO,NO
372,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256398,ROKDE DP,,165,,,NO,-,,,,,YES,NO METER,20.0378773,74.1909492,2189534,19-06-2020 09:22,NO,NO
373,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256399,CHARICHI DP,100,173,,,NO,-,,,,,YES,NO METER,20.0427709,74.1824228,2189534,25-06-2020 12:52,NO,NO
374,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256400,GAOTHAN DHARANGAON VEER,,185,,,NO,-,,,,,YES,NO METER,20.0407769,74.2031818,2189534,13-06-2020 14:14,NO,NO
