Sr.No.,REGION,ZONE,CIRCLE,DIVISION,SUB-DIVISION,BU,SS NO,SS NAME,FED NO,FEEDER NAME,DTC CODE,DTC_NAME,CAPACITY KVA,POLE_NO_FROM_STN,NODE NUMBER,NO_OF_POLES_FR_NODE,METER INSTALLED,METER NUMBER,METER CT RATIO,CONNECTED CT RATIO,METER PT RATIO,CONNECTED PT RATIO,METER WORKING,CURRENT READING,LATITUDE,LONGITUDE,SURVEY DONE BY,UPLOADED ON,NEW DTC,IS IT NODE
85,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256530,NAVNATH DP,100,49,8,1,NO,-,,,,,NO,NO METER,20.0490113,74.0599144,2638657,30-05-2020 12:51,NO,YES
86,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256531,Dagu Tajane Pimplas Gr.No.25,100,28,29,2,NO,-,,,,,NO,NO METER,20.0546183,74.0556263,2638657,30-05-2020 12:51,NO,YES
87,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256533,Ghegade DP Gr.No.41,100,56,9,1,YES,076-056495,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.045213,74.0620226,2264005,01-06-2020 09:25,NO,YES
88,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256537,Ashish Mogal DP Gr.No.44,63,93,12,5,YES,076-00000,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0331459,74.0706584,2264005,01-06-2020 09:25,NO,YES
89,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256549,Dinu Tajane,100,29,5,30,YES,076-274553,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0540668,74.0559679,2638657,30-05-2020 12:51,NO,YES
90,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256562,Kothure Gr. No.55,100,60,,,YES,053-12048301,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0451192,74.0631523,2264005,01-06-2020 09:25,NO,NO
91,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256576,D N Aher DP,100,68,,,NO,-,,,,,NO,,20.0488471,74.0616663,2638665,11-08-2020 14:27,NO,NO
92,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256580,Dilip Barve DP,100,94,12,3,NO,-,,,,,NO,NO METER,20.034004,74.0709884,2264005,01-06-2020 09:25,NO,YES
93,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256591,Shirsath DP,100,69,,,NO,-,,,,,NO,,20.0488358,74.0616347,2638665,11-08-2020 14:27,NO,NO
94,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256592,Shivaji Hari DP,100,28,29,4,NO,-,,,,,NO,NO METER,20.0546702,74.0554995,2553449,30-05-2020 12:49,NO,YES
95,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,205,TARUKHEDELE                   ,4256595,khalkar DP,63,69,,,NO,-,,,,,NO,,20.0488819,74.0616361,2638665,11-08-2020 14:27,NO,NO
96,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256452,GR 22 BANKAR DP PIMPALAS,,50,4,25,NO,-,,,,,YES,NO METER,20.0523943,74.0474285,2638657,10-06-2020 15:05,NO,YES
97,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256453,TAJANE DP KOTHURE,100,62,5,2,YES,076-143378,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.054879,74.0554704,2553449,10-06-2020 15:30,NO,YES
98,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256454,Arjun D P,,30,4,5,YES,043-3009577,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0626075,74.0481533,2638657,10-06-2020 15:05,NO,YES
99,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256459,BANESHWAR MANDIR KOTHURE,,113,,,NO,-,,,,,NO,,20.0439773,74.0690233,2638665,11-08-2020 15:06,NO,NO
100,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256460,WATER SUPPLY,63,133,7,19,NO,-,,,,,YES,NO METER,20.0439607,74.0692413,2638649,12-06-2020 13:00,NO,YES
101,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256475,OLD SURWADE KOTHURE,100,9,2,0,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0675102,74.0509911,2553449,10-06-2020 15:30,NO,YES
102,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256476,GR 34 KUNDEWADI CONSUMER KOTHURE,63,122,,,NO,-,,,,,YES,NO METER,20.0454952,74.0650127,2638665,12-06-2020 13:42,NO,NO
103,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256478,GR 8 VISAWA DP  PIMPALAS,,37,4,12,YES,076-056398,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.064489,74.045251,2638657,10-06-2020 15:11,NO,YES
104,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256485,SURWADE WASTI,63,49,4,24,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0519126,74.0483632,2553449,10-06-2020 15:30,NO,YES
105,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256488,KHALDAL KUNDEWADI,100,75,,,YES,076-00000,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0512802,74.0656877,2264005,11-06-2020 09:44,NO,NO
106,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256489,NEAR GAO THAN KOTHURE,,168,15,1,NO,-,,,,,YES,NO METER,20.0465792,74.0768605,2638665,12-06-2020 13:38,NO,YES
107,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256490,pimplas shiwar KOTHURE,63,72,10,7,NO,-,,,,,YES,NO METER,20.0573912,74.064122,2264005,11-06-2020 09:25,NO,YES
108,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256494,GAOTHAN KOTHURE,,98,9,,NO,-,,,,,NO,,20.0441051,74.0670949,2638665,11-08-2020 15:06,NO,YES
109,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256511,NEAR baneshwar TEMPLE KOTHURE,100,133,19,0,YES,076-005167,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0438517,74.0694353,2638649,12-06-2020 13:00,NO,YES
110,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256513,TAJNE SP,,55,4,30,YES,076-165236,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.064489,74.045251,2638657,10-06-2020 15:11,NO,YES
111,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256514,DHOKLE RIVER BANK KOTHURE,100,133,7,19,NO,-,,,,,YES,NO METER,20.0438298,74.0694552,2638649,12-06-2020 13:00,NO,YES
112,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256515,KHAPRE BANESHWAR Kothure,,137,7,22,YES,076-153380,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0435746,74.0697523,2638665,12-06-2020 13:42,NO,YES
113,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256519,GR 27 SINGLE PH SURWADE VASTI PIMPLAS,75,6,1,0,NO,-,,,,,NO,,20.0691098,74.0503684,2638657,11-08-2020 12:18,NO,YES
114,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256523,KUNDE APDRP KOTHUREE,63,123,,,NO,-,,,,,YES,NO METER,20.0455754,74.0649884,2638665,12-06-2020 13:42,NO,NO
115,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256526,Barve Advocate,100,47,4,22,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.054095,74.0479708,2553449,10-06-2020 15:30,NO,YES
116,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256538,Sanju Patole,,20,3,4,YES,043-3008827,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0152264,74.0743021,2638657,10-06-2020 15:11,NO,YES
117,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256543,Amardham DP,,132,7,19,YES,053-10038698,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0438319,74.0692723,2638665,12-06-2020 13:38,NO,YES
118,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256552,Dinkar Korde,63,93,11,17,NO,-,,,,,YES,NO METER,20.0596633,74.0671444,2264005,11-06-2020 10:03,NO,YES
119,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256557,Renuka DP,,49,4,24,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0518382,74.0484922,2638657,10-06-2020 15:05,NO,YES
120,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256559,Dawatwadikar,100,130,,,NO,-,,,,,YES,NO METER,20.0446767,74.0686867,2638649,12-06-2020 13:00,NO,NO
121,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256560,Water supply Kothure,25,132,7,18,YES,053-12008435,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0440587,74.0690366,2638665,12-06-2020 13:38,NO,YES
122,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256572,Sunil Mule DP,,126,,,NO,-,,,,,YES,NO METER,20.0446563,74.0679538,2638665,12-06-2020 13:42,NO,NO
123,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256577,PURKAR NANA,100,53,4,28,NO,-,,,,,YES,NO METER,20.0537477,74.0451392,2553449,10-06-2020 15:30,NO,YES
124,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256578,POPAT BORHADE DP,63,50,4,25,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,NO METER,20.0666015,74.0485557,2638657,10-06-2020 15:11,NO,YES
125,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256581,MOHADIKAR DP33,100,88,12,5,NO,-,,,,,YES,NO METER,20.054595,74.0689754,2264005,11-06-2020 10:22,NO,YES
126,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256582,Sukdeo Pawar DP,100,135,7,20,NO,-,,,,,YES,NO METER,20.0436279,74.0693397,2264005,12-06-2020 12:48,NO,YES
127,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256583,DATTU POTE DP,100,135,19,2,NO,-,,,,,YES,NO METER,20.0438238,74.0694779,2638649,12-06-2020 13:00,NO,YES
128,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256584,SUKDEO TARAL DP,100,133,7,19,NO,-,,,,,YES,NO METER,20.0438124,74.0693867,2264005,12-06-2020 12:48,NO,YES
129,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256588,Pimplas Road,100,111,4,4,NO,-,,,,,YES,NO METER,20.0474578,74.0720374,2264005,11-06-2020 10:58,NO,YES
130,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,206,KOTHURE                       ,4256594,Sunil Dhikale DTC,100,128,,,NO,-,,,,,YES,NO METER,20.0446916,74.0670409,2638665,12-06-2020 13:42,NO,NO
131,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561004,Aanil mogal dp,100,209,16,2,NO,-,,,,,YES,NO METER,20.0846254,74.0804982,2235871,09-06-2020 15:46,NO,YES
132,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561037,rasalpur16¿¿¿¿¿¿ (kothur road),63,274,27,0,YES,053-11085141,200/5,200/5,11KV/110V,11KV/110V,NO,,20.0642084,74.095551,2235871,11-06-2020 13:59,NO,YES
133,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561110,nivruthi bhosale rasalpur 18,100,229,18,4,YES,076-402103,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,177335,20.0793081,74.0841451,2235871,09-06-2020 15:46,NO,YES
134,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561116,Sunil Chandore Gr.no.19,100,198,15,4,YES,057-258466,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0784397,74.0784685,2235871,09-06-2020 15:46,NO,YES
135,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561121,kamalesh jain,63,255,24,4,NO,-,,,,,YES,NO METER,20.0738258,74.0969712,2235871,09-06-2020 15:46,NO,YES
136,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561132,NEAR RAILWAY BRIDGE 2,100,221,18,4,NO,-,,,,,YES,NO METER,20.090233,74.0799055,2235871,09-06-2020 15:46,NO,YES
137,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561133,Sai palace DP,100,239,19,1,NO,-,,,,,YES,NO METER,20.0729361,74.0868622,2235871,09-06-2020 15:46,NO,YES
138,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,2561147,Dumare DP 100 KVA,100,229,19,5,NO,-,,,,,YES,NO METER,20.0805739,74.0873351,2235871,09-06-2020 15:46,NO,YES
139,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256170,KATKADE DP,100,249,22,0,NO,-,,,,,YES,NO METER,20.07281,74.092817,2235871,09-06-2020 15:46,NO,YES
140,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256171,Aswale dp,63,209,15,10,NO,-,,,,,YES,NO METER,20.0848172,74.0800624,2235871,09-06-2020 15:46,NO,YES
141,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256172,Kapse,63,194,14,7,NO,-,,,,,YES,NO METER,20.0776645,74.0814442,2235871,09-06-2020 15:46,NO,YES
142,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256173,Bhosale dp,100,187,13,0,YES,057-4817085,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0730985,74.0840179,2235871,09-06-2020 15:46,NO,YES
143,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256174,Karad DP,63,281,28,1,YES,057-4817115,100/5,100/5,11KV/110V,11KV/110V,YES,0,20.0642043,74.0987037,2235871,11-06-2020 13:59,NO,YES
144,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256175,RAILWAY BRIDGE DP,63,225,17,4,NO,-,,,,,YES,NO METER,20.0885773,74.0777296,2235871,09-06-2020 15:46,NO,YES
145,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256176,DURGA HOTEL,63,225,24,2,NO,-,,,,,YES,NO METER,20.0737181,74.097073,2235871,09-06-2020 15:46,NO,YES
146,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256179,Satbhai,63,261,24,5,NO,-,,,,,YES,NO METER,20.077369,74.0930546,2235871,09-06-2020 15:46,NO,YES
147,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256456,CRUSHER KOTHURE,,54,52,3,YES,076-005165,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0728372,74.0652845,2638657,30-05-2020 12:51,NO,YES
148,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256457,NANNE DP,100,101,97,4,YES,076-167032,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0804491,74.0691874,2638657,30-05-2020 12:51,NO,YES
149,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256461,B.S.MORE,63,175,9,1,YES,076-055928,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0575105,74.0871165,2264005,10-06-2020 16:26,NO,YES
150,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256472,GR 15 UJALE SUWADE KOTHURE,63,158,9,1,YES,076-149002,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0639739,74.0826186,2264005,10-06-2020 11:59,NO,YES
151,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256480,KACHRU TAJNE,,35,21,3,NO,-,,,,,NO,NO METER,20.0751408,74.0567266,2638657,30-05-2020 12:51,NO,YES
152,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256481,SUB-STATION,100,1,1,0,YES,053-12008529,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,120617,20.0727169,74.0493811,2553449,30-05-2020 12:49,NO,YES
153,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256482,CRUSHER,63,54,52,2,YES,076-056494,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0728783,74.0653083,2553449,30-05-2020 12:49,NO,YES
154,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256491,SEEVRD STAGE (KOTHURE LIFT),100,99,,,NO,-,,,,,NO,,20.061502,74.0800078,2638665,11-08-2020 12:14,NO,NO
155,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256497,DHIKLE DP,100,136,8,2,YES,076-057409,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0700117,74.07347,2638665,09-06-2020 10:56,NO,YES
156,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256499,TYERWALA,63,155,11,2,NO,-,,,,,YES,NO METER,20.0725454,74.0830971,2638665,09-06-2020 13:41,NO,YES
157,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256502,WAMAN MOGAL,63,180,9,,YES,076-055925,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0548783,74.0895419,2264005,10-06-2020 16:26,NO,YES
158,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256509,UGALE SURWADE,100,158,9,1,YES,076-1149010,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0640351,74.0825326,2264005,10-06-2020 11:59,NO,YES
159,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256522,APDR TF,63,32,8,4,YES,076-056493,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0718927,74.0548577,2553449,30-05-2020 12:49,NO,YES
160,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256536,"Nivruti AmbuDP,Kothure gr 60",,65,8,,NO,-,,,,,NO,,20.0683554,74.0764231,2638665,11-08-2020 15:54,NO,YES
161,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256540,Gaikwad DP,63,111,102,6,YES,043-3008831,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0828067,74.0664117,2553449,30-05-2020 12:50,NO,YES
162,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256551,Jijaram More,63,188,9,,YES,043-3008864,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,263079,20.0594243,74.0900084,2264005,10-06-2020 16:26,NO,YES
163,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256554,Ramkrishna Vadghule,63,166,9,9,YES,053-10283802,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0626879,74.0870742,2264005,10-06-2020 16:26,NO,YES
164,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256556,Kapadi DP,63,46,12,5,YES,053-10552374,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0776789,74.0612145,2553449,30-05-2020 12:49,NO,YES
165,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256585,Babuji Khapre,100,152,10,2,NO,-,,,,,YES,NO METER,20.0657008,74.0819796,2264005,10-06-2020 11:59,NO,YES
166,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,207,B. S. PATIL                   ,4256587,AMOL  POTE  DP,100,129,129,0,NO,-,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,NO METER,20.07594,74.0717733,2553449,30-05-2020 12:50,NO,YES
167,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,208,Marcury                       ,2561149,Shan cars,100,118,8,0,YES,053-18018674,100/5,100/5,11KV/110V,25KV/110,NO,,20.0729506,74.0903935,2235871,13-06-2020 16:34,NO,YES
168,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184028,PIMPALAS,208,Marcury                       ,4256493,GR 13 HT SANTOSH AGRO KOTHURE,63,107,7,1,NO,-,,,,,YES,NO METER,20.0731978,74.0803859,2638665,09-06-2020 13:41,NO,YES
